Job_Title,Queried_Salary,Job_Type,No_of_Skills,Company,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Revenue,Company_Employees,Company_Industry,python,sql,machine learning,r,hadoop,tableau,sas,spark,java,Others,Revenue_low,Revenue_high
Staff Data Scientist,140000-159999,data_scientist,13,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,0,1,1,1,0,0,1,1,1,More than $10B (USD),
Senior Data Scientist/Data Scientis,140000-159999,data_scientist,4,Thunder Token,,,17.0,CA,,,,1,0,1,0,0,0,0,0,0,1,,
"Data Scientist, Machine Learning - Shared Rides",140000-159999,data_scientist,8,Uber,641.0,3.799999952316284,30.0,CA,,"10,000+",Internet and Software,1,1,1,1,0,0,0,1,0,1,,
Senior Data Scientist,140000-159999,data_scientist,6,Scoot Networks,,,30.0,CA,,,,1,1,0,1,0,1,0,0,0,1,,
Senior Data Scientist,140000-159999,data_scientist,13,Walmart,157456.0,3.5999999046325684,11.0,CA,More than $10B (USD),"10,000+",Retail,1,0,1,1,1,0,0,1,1,1,More than $10B (USD),
Staff Data Scientist,140000-159999,data_scientist,7,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,0,0,0,0,0,0,1,1,1,More than $10B (USD),
Staff Data Scientist,140000-159999,data_scientist,13,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,1,0,1,1,1,0,0,1,1,1,,
Staff Data Scientist,140000-159999,data_scientist,16,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,1,0,1,1,1,1,0,1,1,1,,
Data Scientist,140000-159999,data_scientist,9,Franklin Templeton Investments,533.0,4.0,30.0,CA,,,,1,1,1,0,1,0,0,1,0,1,,
Sr. Data Scientist - Segmentation,140000-159999,data_scientist,8,Uber,641.0,3.799999952316284,30.0,CA,,"10,000+",Internet and Software,1,0,1,1,1,0,0,1,0,1,,
Staff Data Scientist,140000-159999,data_scientist,7,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,1,0,0,0,0,0,0,1,1,1,,
Data Scientist - Technical Development,140000-159999,data_scientist,12,Genentech,726.0,4.099999904632568,30.0,CA,,"10,000+",Pharmaceuticals,1,1,1,1,0,1,1,0,1,1,,
Senior Data Scientist,140000-159999,data_scientist,15,Veritone,2.0,3.0,30.0,CA,,,,1,1,1,1,0,0,0,0,1,1,,
Sr. Data Scientist,140000-159999,data_scientist,7,"Lumos Labs, Inc.",,,30.0,CA,,,,1,1,1,1,0,0,0,1,0,1,,
Data Scientist,140000-159999,data_scientist,20,Lieberman Research Worldwide,15.0,3.5,30.0,CA,,,,1,1,1,1,1,0,0,1,0,1,,
Staff Data Scientist,140000-159999,data_scientist,16,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,0,1,1,1,1,0,1,1,1,More than $10B (USD),
Lead Data Scientist,140000-159999,data_scientist,7,Safeway Corp.,190.0,3.5,30.0,CA,,,Retail,1,1,1,1,1,0,0,0,0,1,,
Staff Data Scientist,140000-159999,data_scientist,6,Lyric,,,30.0,CA,,,,1,0,1,1,0,0,0,1,0,1,,
Senior Data Scientist,140000-159999,data_scientist,5,Formation,,,30.0,CA,,,,0,0,1,0,0,0,0,1,0,1,,
"Data Scientist - Global Forecasting and Planning, AdTech",140000-159999,data_scientist,11,Uber,641.0,3.799999952316284,30.0,CA,,"10,000+",Internet and Software,1,1,1,1,1,0,0,1,0,1,,
"Data Scientist, Analytics-Growth Infrastructure",140000-159999,data_scientist,12,Facebook,387.0,4.199999809265137,19.0,CA,,"10,000+",Internet and Software,1,0,1,1,1,0,1,0,0,1,,
Senior Data Scientist,140000-159999,data_scientist,3,Wealthfront,,,30.0,CA,,,,0,1,0,1,0,0,0,0,0,1,,
Staff Data Scientist - Contract,140000-159999,data_scientist,3,Verb Surgical,,,30.0,CA,,,,0,0,1,0,0,0,0,0,0,1,,
"Data Scientist, Recruiting Analytics",140000-159999,data_scientist,6,Dropbox,23.0,3.5999999046325684,19.0,CA,,"Less than 10,000",Internet and Software,1,1,0,1,0,1,1,0,0,1,,
Senior Data Scientist,140000-159999,data_scientist,5,Dollar Shave Club,7.0,3.9000000953674316,30.0,CA,,"Less than 10,000",Consumer Goods and Services,1,1,1,0,0,0,0,0,1,1,,
Senior Data Scientist,140000-159999,data_scientist,12,Qualys,14.0,3.9000000953674316,30.0,CA,,"Less than 10,000",Computers and Electronics,1,0,1,1,1,0,0,1,1,1,,
Senior Data Scientist - Automatic Labs,140000-159999,data_scientist,8,Sirius XM Radio,169.0,3.5999999046325684,30.0,CA,,,,1,1,1,1,1,0,0,1,0,1,,
Senior Data Scientist,140000-159999,data_scientist,8,Fair,22.0,3.799999952316284,30.0,CA,,,,1,0,1,0,0,1,0,0,0,1,,
SAP Machine Learning Consultant / Data Scientist - Palo Alto,140000-159999,data_scientist,4,SAP,1791.0,4.300000190734863,30.0,CA,More than $10B (USD),"10,000+",Internet and Software,0,0,1,0,0,0,0,0,0,1,More than $10B (USD),
Lead Data Scientist,140000-159999,data_scientist,4,ZestFinance,3.0,3.0,9.0,CA,,,,1,1,1,1,0,0,0,0,0,0,,
Senior Data Scientist (Experimentation Platform),140000-159999,data_scientist,8,Atlassian,11.0,4.5,21.0,CA,,"Less than 10,000",Internet and Software,1,0,1,0,0,0,0,0,0,1,,
Sr Data Scientist,140000-159999,data_scientist,9,GE Careers,4683.0,4.0,30.0,CA,More than $10B (USD),"10,000+",Industrial Manufacturing,1,0,1,0,0,0,0,0,1,1,More than $10B (USD),
Staff Data Scientist,140000-159999,data_scientist,10,Intuit,1103.0,4.199999809265137,26.0,CA,$1B to $5B (USD),"Less than 10,000",Internet and Software,1,1,1,1,1,0,0,1,0,1,$1B , $5B (USD)
Senior Data Scientist,140000-159999,data_scientist,7,P3 North America,9.0,3.799999952316284,30.0,CA,,"Less than 10,000",Consulting and Business Services,1,1,1,1,0,1,0,0,0,1,,
Senior Data Scientist,140000-159999,data_scientist,12,Lattice Engines,7.0,4.0,30.0,CA,,,,1,0,1,0,1,0,0,1,1,1,,
Senior Data Scientist,140000-159999,data_scientist,6,Nerdwallet,5.0,4.199999809265137,29.0,CA,,,,1,1,1,0,1,0,0,1,0,1,,
"Senior Data Scientist, Acquisition Marketing",140000-159999,data_scientist,3,Netflix,421.0,3.9000000953674316,30.0,CA,,,Internet and Software,1,1,0,1,0,0,0,0,0,0,,
Staff Data Scientist - Business Analytics,140000-159999,data_scientist,8,Intuit,1103.0,4.199999809265137,29.0,CA,$1B to $5B (USD),"Less than 10,000",Internet and Software,1,1,0,1,1,1,1,0,0,1,$1B , $5B (USD)
Data Scientist: Advanced Analytics,140000-159999,data_scientist,8,IBM,23472.0,3.9000000953674316,7.0,CA,,"10,000+",Consulting and Business Services,1,0,1,1,1,0,0,0,0,1,,
Lead Data Scientist,140000-159999,data_scientist,4,Tesorio,,,30.0,CA,,,,1,1,1,0,0,0,0,1,0,0,,
Senior Data Scientist - Product,140000-159999,data_scientist,3,JUUL Labs,2.0,4.0,13.0,CA,,,Consumer Goods and Services,1,1,0,0,0,1,0,0,0,0,,
"Data Scientist, Analytics - Product Quality",140000-159999,data_scientist,12,Facebook,387.0,4.199999809265137,19.0,CA,,"10,000+",Internet and Software,1,0,1,1,1,0,1,0,0,1,,
Senior Data Scientist,140000-159999,data_scientist,11,Proteus Digital Health,15.0,3.700000047683716,22.0,CA,,,,1,1,1,0,1,1,0,0,0,1,,
Sr. Machine Learning Scientist - Autopilot,140000-159999,data_scientist,10,Tesla,1445.0,3.5999999046325684,12.0,CA,,"10,000+",Industrial Manufacturing,1,0,1,0,0,0,0,0,0,1,,
Data Scientist,140000-159999,data_scientist,2,Payette Group,,,1.0,CA,,,,0,0,1,0,0,0,0,0,0,1,,
Data Scientist,140000-159999,data_scientist,2,Payette Group,,,1.0,CA,,,,0,0,1,0,0,0,0,0,0,1,,
"Data Scientist/Risk Modeler @ Cyence - San Mateo, CA",140000-159999,data_scientist,13,"Guidewire Software, Inc.",30.0,3.700000047683716,30.0,CA,,"Less than 10,000",Insurance,1,1,1,1,1,0,0,1,0,1,,
"Data Scientist, Marketing Analytics, Web Analytics & Experim...",140000-159999,data_scientist,8,Uber,641.0,3.799999952316284,30.0,CA,,"10,000+",Internet and Software,1,1,1,1,1,0,0,1,0,1,,
Staff Data Scientist - Tech CA (TECH12458),140000-159999,data_scientist,9,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,0,1,0,1,0,0,1,1,1,More than $10B (USD),
"Data Scientist, Analytics - Product Foundation",140000-159999,data_scientist,15,Facebook,387.0,4.199999809265137,19.0,CA,,"10,000+",Internet and Software,1,1,0,1,1,0,1,0,0,1,,
R&D Data Scientist,140000-159999,data_scientist,19,Agilent,522.0,4.199999809265137,30.0,CA,$1B to $5B (USD),"10,000+",Health Care,0,0,1,1,1,0,0,0,1,1,$1B , $5B (USD)
Senior Data Scientist,140000-159999,data_scientist,10,JD.com,8.0,4.300000190734863,30.0,CA,,,,1,1,1,1,1,0,0,0,0,1,,
Senior Operations Data Scientist,140000-159999,data_scientist,11,Western Digital,318.0,3.9000000953674316,30.0,CA,More than $10B (USD),"10,000+",Computers and Electronics,1,0,1,1,0,0,1,0,1,1,More than $10B (USD),
"Data Scientist, Experience Cloud Research and Adobe Sensei",140000-159999,data_scientist,12,Adobe,484.0,4.300000190734863,30.0,CA,$5B to $10B (USD),"10,000+",Internet and Software,1,0,1,0,1,0,0,1,1,1,$5B , $10B (USD)
Regulatory Analytics & Research Data Scientist,140000-159999,data_scientist,12,PG&E,599.0,3.9000000953674316,30.0,CA,More than $10B (USD),"10,000+",Energy and Utilities,1,1,0,1,1,1,1,1,0,1,More than $10B (USD),
Senior Data Scientist,140000-159999,data_scientist,18,Grand Rounds,11.0,3.9000000953674316,30.0,CA,,"Less than 10,000",Health Care,1,1,1,1,1,1,0,1,1,1,,
Marketing Data Scientist,140000-159999,data_scientist,5,Harnham,6.0,4.800000190734863,30.0,CA,,"Less than 10,000",Consulting and Business Services,1,1,0,1,0,0,0,0,0,1,,
Data Scientist,140000-159999,data_scientist,4,Smith Hanley Associates,18.0,4.099999904632568,30.0,CA,,"Less than 10,000",Consulting and Business Services,1,0,1,1,0,0,1,0,0,0,,
Data Scientist,140000-159999,data_scientist,12,University of California San Francisco Medical Center,300.0,4.199999809265137,30.0,CA,,,Health Care,1,1,1,1,1,0,1,0,0,1,,
Senior Data Scientist,140000-159999,data_scientist,10,Sitecore,6.0,3.700000047683716,30.0,CA,Less than $1B (USD),"Less than 10,000",Internet and Software,1,0,1,1,0,0,0,1,0,1,Less than $1B (USD),
Bioinformatics Data Scientist Manager,140000-159999,data_scientist,8,AncestryDNA,,,30.0,CA,,,,1,1,0,1,0,0,0,0,0,1,,
Computational Biologist / Bioinformatics Data Scientist - Se...,140000-159999,data_scientist,8,LabCorp,3247.0,3.5999999046325684,30.0,CA,$5B to $10B (USD),"10,000+",Health Care,1,0,1,1,0,0,0,0,0,1,$5B , $10B (USD)
MTS - Data Science / Machine Learning,140000-159999,data_scientist,8,VMware,649.0,4.0,30.0,CA,$5B to $10B (USD),"10,000+",Internet and Software,1,1,1,0,0,0,0,0,1,1,$5B , $10B (USD)
Principal Data Scientist,140000-159999,data_scientist,13,Panasonic,179.0,3.700000047683716,30.0,CA,,,,1,1,1,1,1,0,1,0,0,1,,
NLP Senior Data Scientist,140000-159999,data_scientist,20,Capital Group Companies,302.0,4.099999904632568,25.0,CA,$1B to $5B (USD),"Less than 10,000",Banks and Financial Services,1,1,1,1,0,0,1,1,1,1,$1B , $5B (USD)
SR Data Scientist (Machine Learning),140000-159999,data_scientist,11,Cisco Systems,4251.0,4.099999904632568,30.0,CA,More than $10B (USD),"10,000+",Internet and Software,1,0,1,0,1,1,0,1,0,1,More than $10B (USD),
Senior Infosec Data Scientist - AI Infrastructure RAPIDS,140000-159999,data_scientist,12,NVIDIA,177.0,4.199999809265137,30.0,CA,,,Computers and Electronics,1,0,1,0,0,0,0,1,1,1,,
"Senior Data Scientist, Imaging, Personalized Healthcare (PHC...",140000-159999,data_scientist,7,Genentech,726.0,4.099999904632568,30.0,CA,,"10,000+",Pharmaceuticals,1,0,1,0,0,0,0,0,0,1,,
Cloud AI Research Scientist,140000-159999,data_scientist,8,Google,2641.0,4.300000190734863,30.0,CA,More than $10B (USD),"10,000+",Internet and Software,1,0,1,0,0,0,0,0,0,1,More than $10B (USD),
Data Scientist I,140000-159999,data_scientist,7,Ascent Services Group,13.0,3.5,30.0,CA,,,Human Resources and Staffing,1,0,1,0,0,0,0,1,0,1,,
Data Scientist III (Bioinformatics/Data Analytics),140000-159999,data_scientist,12,Bio-Rad,281.0,3.700000047683716,30.0,CA,$1B to $5B (USD),"Less than 10,000",Industrial Manufacturing,1,0,0,1,0,0,0,0,1,1,$1B , $5B (USD)
Data Scientist - Social Video Platform,140000-159999,data_scientist,6,Redfish Technology - High Tech Executive Recruiters,,,30.0,CA,,,,1,1,1,1,0,0,0,0,0,1,,
"Data Scientist, Business Insights",140000-159999,data_scientist,4,Payette Group,,,20.0,CA,,,,1,1,0,1,0,0,0,0,0,1,,
"Data Scientist, Business Insights",140000-159999,data_scientist,4,Payette Group,,,20.0,CA,,,,1,1,0,1,0,0,0,0,0,1,,
Analytics Software – Machine Learning Scientist,140000-159999,data_scientist,7,FICO,122.0,3.700000047683716,13.0,CA,Less than $1B (USD),"Less than 10,000",Consulting and Business Services,1,0,1,0,0,0,0,1,1,1,Less than $1B (USD),
Data Scientist,140000-159999,data_scientist,11,Redfish Technology - High Tech Executive Recruiters,,,30.0,CA,,,,1,0,1,0,1,0,0,1,0,1,,
Senior or Principal Machine Learning Scientist,140000-159999,data_scientist,5,"Turnitin, LLC",,,4.0,CA,,,,1,0,1,1,0,0,0,0,0,1,,
Data Scientist,140000-159999,data_scientist,3,Payette Group,,,14.0,CA,,,,1,0,1,0,0,0,0,0,0,1,,
Data Scientist,140000-159999,data_scientist,3,Payette Group,,,14.0,CA,,,,1,0,1,0,0,0,0,0,0,1,,
Principal Data Scientist - Adaptive Intelligent Applications...,140000-159999,data_scientist,20,Oracle,4361.0,3.9000000953674316,30.0,CA,More than $10B (USD),"10,000+",Internet and Software,0,1,1,1,1,0,0,1,1,1,More than $10B (USD),
"Machine Learning Scientist, Computer Vision",140000-159999,data_scientist,5,System1 Biosciences,,,30.0,CA,,,,1,1,1,0,0,0,0,0,0,1,,
Data Scientist,140000-159999,data_scientist,6,Axelon Services Corporation,51.0,3.4000000953674316,18.0,CA,,,Human Resources and Staffing,1,0,0,1,0,0,0,0,1,1,,
Data Scientist - Live Television Streaming Service,140000-159999,data_scientist,6,Redfish Technology - High Tech Executive Recruiters,,,7.0,CA,,,,1,1,0,1,0,1,1,0,0,1,,
"Director, Cognitive Data Scientist Natural Language Processi...",140000-159999,data_scientist,4,KPMG LLP,4776.0,4.0,30.0,CA,,,Consulting and Business Services,0,0,1,0,0,0,0,0,0,1,,
Lead Data Scientist,140000-159999,data_scientist,11,Paypal,988.0,3.9000000953674316,30.0,CA,$5B to $10B (USD),"10,000+",Banks and Financial Services,1,1,1,1,1,0,0,0,1,1,$5B , $10B (USD)
Research Scientist - Machine Learning,140000-159999,data_scientist,10,HP,10824.0,4.0,30.0,CA,More than $10B (USD),"10,000+",Computers and Electronics,1,0,1,0,0,0,0,0,1,1,More than $10B (USD),
Director of Data Science and Machine Learning,140000-159999,data_scientist,7,Chime,12.0,3.299999952316284,8.0,CA,,,,1,0,1,1,0,0,0,0,0,1,,
Data Scientist,140000-159999,data_scientist,7,All-In Analytics,,,30.0,CA,,,,1,1,1,0,1,0,0,1,0,1,,
Principal Data Scientist,140000-159999,data_scientist,5,IQ Workforce,,,14.0,CA,,,,1,1,0,1,0,1,1,0,0,0,,
Senior Data Scientist,140000-159999,data_scientist,4,Redfish Technology - High Tech Executive Recruiters,,,13.0,CA,,,,1,1,1,0,0,0,0,1,0,0,,
Data Scientist -Sensor Data,140000-159999,data_scientist,5,Payette Group,,,14.0,CA,,,,1,0,1,0,0,0,0,0,0,1,,
Data Scientist -Sensor Data,140000-159999,data_scientist,5,Payette Group,,,14.0,CA,,,,1,0,1,0,0,0,0,0,0,1,,
5G+ Wireless Machine Learning Research Scientist,140000-159999,data_scientist,4,Intel,3826.0,4.099999904632568,30.0,CA,More than $10B (USD),"10,000+",Computers and Electronics,0,0,1,0,0,0,0,0,0,1,More than $10B (USD),
Data Scientist,140000-159999,data_scientist,9,Payette Group,,,30.0,CA,,,,1,1,1,0,1,0,0,1,0,1,,
Chief Data Scientist,140000-159999,data_scientist,1,Harnham,6.0,4.800000190734863,30.0,CA,,"Less than 10,000",Consulting and Business Services,0,0,0,0,0,0,0,0,0,1,,
Senior Data Scientist,140000-159999,data_scientist,10,Harnham,6.0,4.800000190734863,30.0,CA,,"Less than 10,000",Consulting and Business Services,1,0,0,0,1,0,0,1,0,1,,
Applied Machine Learning Research Scientist,140000-159999,data_scientist,7,Adobe,484.0,4.300000190734863,30.0,CA,$5B to $10B (USD),"10,000+",Internet and Software,1,0,1,0,1,0,0,0,1,1,$5B , $10B (USD)
Sr. Data Scientist (Logistics),140000-159999,data_scientist,7,IQ Workforce,,,30.0,CA,,,,1,1,0,1,0,1,0,1,0,1,,
Data Scientist,140000-159999,data_scientist,5,Payette Group,,,30.0,CA,,,,1,1,1,1,0,0,0,0,0,1,,
Data Scientist,140000-159999,data_scientist,5,Payette Group,,,30.0,CA,,,,1,1,1,1,0,0,0,0,0,1,,
"Machine Learning Scientist, Amazon Alexa",140000-159999,data_scientist,7,Lab126,,,30.0,CA,,,,1,0,1,0,0,0,0,0,1,1,,
Data Scientist - Senior Consultant - Burbank CALIFORNIA!,140000-159999,data_scientist,20,Capgemini,6072.0,3.799999952316284,30.0,CA,,"10,000+",Consulting and Business Services,0,1,1,1,1,0,1,1,0,1,,
Data Scientist - Machine Learning,140000-159999,data_scientist,12,Payette Group,,,29.0,CA,,,,1,0,1,1,1,0,0,1,1,1,,
Data Scientist - Machine Learning,140000-159999,data_scientist,12,Payette Group,,,29.0,CA,,,,1,0,1,1,1,0,0,1,1,1,,
"Senior Data Scientist, Partnerships",140000-159999,data_scientist,6,IQ Workforce,,,30.0,CA,,,,1,1,0,1,0,1,1,0,0,1,,
GPGPU - Machine Learning Architect,140000-159999,data_scientist,4,Intel,3826.0,4.099999904632568,5.0,CA,More than $10B (USD),"10,000+",Computers and Electronics,1,0,1,0,0,0,0,0,0,1,More than $10B (USD),
Sr. Data Scientist,140000-159999,data_scientist,12,Stride Search,,,29.0,CA,,,,1,1,0,1,1,0,1,1,0,1,,
Artificial Intelligence Principal Research Scientist,140000-159999,data_scientist,3,Accenture,14987.0,4.0,30.0,CA,More than $10B (USD),"10,000+",Consulting and Business Services,0,0,1,0,0,0,0,0,0,1,More than $10B (USD),
Senior Data Scientist - Virtual and Augmented Reality,140000-159999,data_scientist,9,Redfish Technology - High Tech Executive Recruiters,,,30.0,CA,,,,0,1,1,0,0,0,0,1,1,1,,
Senior Data Scientist,140000-159999,data_scientist,15,Stride Search,,,29.0,CA,,,,1,1,0,1,1,0,1,1,1,1,,
"Sr. Data Scientist, Marketing",140000-159999,data_scientist,7,IQ Workforce,,,30.0,CA,,,,1,1,0,1,0,1,1,0,0,1,,
"Chief Data Scientist, Senior Manager",140000-159999,data_scientist,6,Booz Allen Hamilton,1733.0,3.9000000953674316,26.0,CA,$5B to $10B (USD),"10,000+",Consulting and Business Services,0,0,1,0,0,0,0,0,0,1,$5B , $10B (USD)
"Data Scientist - Senior Consultant - San Francisco, CA",140000-159999,data_scientist,18,Clarity Insights,10.0,3.5,30.0,CA,,,,1,1,1,1,1,1,1,1,0,1,,
Sr. Data Scientist (Product Science),140000-159999,data_scientist,5,IQ Workforce,,,30.0,CA,,,,1,1,0,1,0,1,1,0,0,0,,
23103 Principal Data Scientist - HealthTech / Diagnostics -...,140000-159999,data_scientist,10,Redfish Technology - High Tech Executive Recruiters,,,30.0,CA,,,,1,0,1,1,0,0,0,0,0,1,,
Sr. Data Scientist (Pricing of Consumer Products),140000-159999,data_scientist,5,IQ Workforce,,,30.0,CA,,,,1,1,0,1,0,1,1,0,0,0,,
Product Manager - Relevance & Machine Learning,140000-159999,data_scientist,2,Yelp,326.0,3.5999999046325684,21.0,CA,Less than $1B (USD),"Less than 10,000",Internet and Software,0,0,0,0,0,0,0,0,0,1,Less than $1B (USD),
Data Scientist,140000-159999,data_scientist,7,Dice,,,21.0,CA,,,,1,0,0,1,1,0,0,0,1,1,,
"Senior Data Scientist, Algorithms and Machine Learning - Hea...",140000-159999,data_scientist,9,Redfish Technology - High Tech Executive Recruiters,,,20.0,CA,,,,1,0,1,1,0,0,0,0,0,1,,
"Solutions Architect, Machine Learning, Google Cloud",140000-159999,data_scientist,8,Google,2641.0,4.300000190734863,3.0,CA,More than $10B (USD),"10,000+",Internet and Software,0,1,1,0,0,0,0,0,0,1,More than $10B (USD),
"Data Platform Lead, Machine Learning",140000-159999,data_scientist,9,Paypal,988.0,3.9000000953674316,30.0,CA,$5B to $10B (USD),"10,000+",Banks and Financial Services,1,1,1,1,0,0,0,0,1,1,$5B , $10B (USD)
Senior NLP/Deep Learning Scientist,140000-159999,data_scientist,5,Harnham,6.0,4.800000190734863,30.0,CA,,"Less than 10,000",Consulting and Business Services,1,1,1,0,0,0,0,0,0,1,,
Machine Learning Team Lead,140000-159999,data_scientist,5,Coinbase,3.0,4.699999809265137,12.0,CA,,"Less than 10,000",Internet and Software,1,1,1,0,0,0,0,1,0,1,,
Senior Data Scientist (Machine Learning / Computer Vision) -...,140000-159999,data_scientist,5,Redfish Technology - High Tech Executive Recruiters,,,30.0,CA,,,,1,0,1,0,0,0,0,0,0,1,,
23222 Senior Data Scientist (Machine Learning / Computer Vis...,140000-159999,data_scientist,5,Redfish Technology - High Tech Executive Recruiters,,,30.0,CA,,,,1,0,1,0,0,0,0,0,0,1,,
Machine Learning Global Program Director,140000-159999,data_scientist,3,Lionbridge Technologies,264.0,3.4000000953674316,30.0,CA,Less than $1B (USD),"Less than 10,000",Consulting and Business Services,0,0,0,0,0,0,0,0,0,1,Less than $1B (USD),
Data scientist with Big data experience,140000-159999,data_scientist,11,Dice,,,4.0,CA,,,,1,1,1,1,1,0,1,1,0,1,,
Director of Machine Learning,140000-159999,data_scientist,7,GlassDoor,,,30.0,CA,$5B to $10B (USD),"10,000+","Restaurants, Travel and Leisure",1,0,1,0,0,0,0,0,0,1,$5B , $10B (USD)
Lead Data Scientist,140000-159999,data_scientist,12,Payette Group,,,30.0,CA,,,,1,0,1,1,1,0,0,1,1,1,,
Lead Data Scientist,140000-159999,data_scientist,12,Payette Group,,,30.0,CA,,,,1,0,1,1,1,0,0,1,1,1,,
Machine Learning Architect,140000-159999,data_scientist,3,PwC,5986.0,4.0,30.0,CA,More than $10B (USD),"10,000+",Insurance,0,1,0,0,0,0,0,0,0,1,More than $10B (USD),
"Senior/Staff Research Scientist - Machine Learning, AI & NLP",140000-159999,data_scientist,8,"Medallia, Inc.",11.0,4.199999809265137,30.0,CA,,,,1,0,1,0,0,0,0,0,1,1,,
"Manager, Machine Learning",140000-159999,data_scientist,4,Lab126,,,30.0,CA,,,,0,0,1,0,0,0,0,0,0,1,,
"Manager, Machine Learning",140000-159999,data_scientist,4,Lab126,,,30.0,CA,,,,0,0,1,0,0,0,0,0,0,1,,
Data Scientist,>160000,data_scientist,13,Xilinx,96.0,3.9000000953674316,1.0,CA,$1B to $5B (USD),"Less than 10,000",Industrial Manufacturing,1,1,1,1,1,0,0,1,0,1,$1B , $5B (USD)
Data Scientist,>160000,data_scientist,18,TIBCO Software,30.0,4.099999904632568,6.0,CA,$1B to $5B (USD),"Less than 10,000",Internet and Software,1,1,1,1,1,1,1,1,1,1,$1B , $5B (USD)
Data Scientist - CA,>160000,data_scientist,11,Bind Benefits,,,10.0,CA,,,,1,0,1,1,1,0,0,0,1,1,,
Data Scientist (Predictive Services),>160000,data_scientist,7,Opendoor,15.0,3.0,17.0,CA,,"Less than 10,000",Real Estate,1,0,1,1,0,0,0,0,1,1,,
